country_code,month,inflation_yoy
FI,2000-04,2.5
FI,2000-05,2.7
FI,2000-06,3.1
FI,2000-07,2.9
FI,2000-08,2.9
FI,2000-09,3.4
FI,2000-10,3.4
FI,2000-11,3.3
FI,2000-12,2.9
FI,2001-01,2.9
FI,2001-02,2.7
FI,2001-03,2.5
FI,2001-04,2.9
FI,2001-05,3.3
FI,2001-06,3.0
FI,2001-07,2.6
FI,2001-08,2.7
FI,2001-09,2.6
FI,2001-10,2.4
FI,2001-11,2.2
FI,2001-12,2.3
FI,2002-01,2.9
FI,2002-02,2.5
FI,2002-03,2.6
FI,2002-04,2.5
FI,2002-05,1.8
FI,2002-06,1.5
FI,2002-07,2.0
FI,2002-08,1.8
FI,2002-09,1.3
FI,2002-10,1.7
FI,2002-11,1.7
FI,2002-12,1.7
FI,2003-01,1.4
FI,2003-02,2.1
FI,2003-03,1.8
FI,2003-04,1.4
FI,2003-05,1.1
FI,2003-06,1.1
FI,2003-07,1.0
FI,2003-08,1.2
FI,2003-09,1.3
FI,2003-10,0.9
FI,2003-11,1.1
FI,2003-12,1.2
FI,2004-01,0.7
FI,2004-02,0.4
FI,2004-03,-0.4
FI,2004-04,-0.4
FI,2004-05,-0.1
FI,2004-06,-0.1
FI,2004-07,0.2
FI,2004-08,0.2
FI,2004-09,0.2
FI,2004-10,0.6
FI,2004-11,0.2
FI,2004-12,0.1
FI,2005-01,-0.1
FI,2005-02,0.0
FI,2005-03,0.9
FI,2005-04,1.2
FI,2005-05,0.7
FI,2005-06,1.0
FI,2005-07,0.9
FI,2005-08,1.0
FI,2005-09,1.2
FI,2005-10,0.8
FI,2005-11,0.9
FI,2005-12,1.0
FI,2006-01,1.2
FI,2006-02,1.3
FI,2006-03,1.2
FI,2006-04,1.5
FI,2006-05,1.7
FI,2006-06,1.5
FI,2006-07,1.3
FI,2006-08,1.3
FI,2006-09,0.8
FI,2006-10,1.0
FI,2006-11,1.3
FI,2006-12,1.2
FI,2007-01,1.3
FI,2007-02,1.2
FI,2007-03,1.6
FI,2007-04,1.5
FI,2007-05,1.3
FI,2007-06,1.4
FI,2007-07,1.6
FI,2007-08,1.3
FI,2007-09,1.7
FI,2007-10,1.8
FI,2007-11,2.2
FI,2007-12,1.9
FI,2008-01,3.4
FI,2008-02,3.3
FI,2008-03,3.6
FI,2008-04,3.3
FI,2008-05,4.1
FI,2008-06,4.3
FI,2008-07,4.3
FI,2008-08,4.6
FI,2008-09,4.7
FI,2008-10,4.4
FI,2008-11,3.5
FI,2008-12,3.4
FI,2009-01,2.5
FI,2009-02,2.7
FI,2009-03,2.0
FI,2009-04,2.1
FI,2009-05,1.5
FI,2009-06,1.6
FI,2009-07,1.2
FI,2009-08,1.3
FI,2009-09,1.1
FI,2009-10,0.6
FI,2009-11,1.3
FI,2009-12,1.8
FI,2010-01,1.6
FI,2010-02,1.3
FI,2010-03,1.5
FI,2010-04,1.6
FI,2010-05,1.4
FI,2010-06,1.3
FI,2010-07,1.3
FI,2010-08,1.3
FI,2010-09,1.4
FI,2010-10,2.4
FI,2010-11,2.4
FI,2010-12,2.8
FI,2011-01,3.1
FI,2011-02,3.5
FI,2011-03,3.5
FI,2011-04,3.4
FI,2011-05,3.4
FI,2011-06,3.4
FI,2011-07,3.7
FI,2011-08,3.5
FI,2011-09,3.5
FI,2011-10,3.2
FI,2011-11,3.2
FI,2011-12,2.6
FI,2012-01,3.0
FI,2012-02,3.0
FI,2012-03,2.9
FI,2012-04,3.0
FI,2012-05,3.1
FI,2012-06,2.9
FI,2012-07,3.1
FI,2012-08,3.3
FI,2012-09,3.4
FI,2012-10,3.5
FI,2012-11,3.2
FI,2012-12,3.4
FI,2013-01,2.6
FI,2013-02,2.4
FI,2013-03,2.5
FI,2013-04,2.4
FI,2013-05,2.5
FI,2013-06,2.3
FI,2013-07,2.5
FI,2013-08,2.1
FI,2013-09,1.8
FI,2013-10,1.7
FI,2013-11,1.8
FI,2013-12,1.9
FI,2014-01,1.9
FI,2014-02,1.6
FI,2014-03,1.3
FI,2014-04,1.3
FI,2014-05,1.0
FI,2014-06,1.1
FI,2014-07,1.0
FI,2014-08,1.2
FI,2014-09,1.5
FI,2014-10,1.2
FI,2014-11,1.1
FI,2014-12,0.6
FI,2015-01,-0.1
FI,2015-02,-0.1
FI,2015-03,0.0
FI,2015-04,-0.1
FI,2015-05,0.1
FI,2015-06,0.1
FI,2015-07,-0.1
FI,2015-08,-0.2
FI,2015-09,-0.7
FI,2015-10,-0.3
FI,2015-11,-0.2
FI,2015-12,-0.2
FI,2016-01,0.0
FI,2016-02,-0.1
FI,2016-03,0.0
FI,2016-04,0.3
FI,2016-05,0.3
FI,2016-06,0.3
FI,2016-07,0.5
FI,2016-08,0.5
FI,2016-09,0.5
FI,2016-10,0.6
FI,2016-11,0.6
FI,2016-12,1.1
FI,2017-01,0.9
FI,2017-02,1.4
FI,2017-03,0.9
FI,2017-04,1.0
FI,2017-05,0.9
FI,2017-06,0.9
FI,2017-07,0.6
FI,2017-08,0.8
FI,2017-09,0.8
FI,2017-10,0.5
FI,2017-11,0.9
FI,2017-12,0.5
FI,2018-01,0.8
FI,2018-02,0.6
FI,2018-03,0.9
FI,2018-04,0.8
FI,2018-05,1.0
FI,2018-06,1.2
FI,2018-07,1.4
FI,2018-08,1.4
FI,2018-09,1.4
FI,2018-10,1.7
FI,2018-11,1.4
FI,2018-12,1.3
FI,2019-01,1.2
FI,2019-02,1.3
FI,2019-03,1.1
FI,2019-04,1.5
FI,2019-05,1.3
FI,2019-06,1.1
FI,2019-07,1.0
FI,2019-08,1.2
FI,2019-09,1.0
FI,2019-10,0.9
FI,2019-11,0.8
FI,2019-12,1.1
FI,2020-01,1.2
FI,2020-02,1.1
FI,2020-03,0.9
FI,2020-04,-0.3
FI,2020-05,-0.1
FI,2020-06,0.1
FI,2020-07,0.7
FI,2020-08,0.3
FI,2020-09,0.3
FI,2020-10,0.2
FI,2020-11,0.2
FI,2020-12,0.2
FI,2021-01,1.0
FI,2021-02,0.9
FI,2021-03,1.4
FI,2021-04,2.2
FI,2021-05,2.3
FI,2021-06,1.9
FI,2021-07,1.8
FI,2021-08,1.8
FI,2021-09,2.1
FI,2021-10,2.8
FI,2021-11,3.5
FI,2021-12,3.2
FI,2022-01,4.1
FI,2022-02,4.4
FI,2022-03,5.8
FI,2022-04,5.8
FI,2022-05,7.1
FI,2022-06,8.1
FI,2022-07,8.0
FI,2022-08,7.9
FI,2022-09,8.4
FI,2022-10,8.4
FI,2022-11,9.1
FI,2022-12,8.8
FI,2023-01,7.9
FI,2023-02,8.0
FI,2023-03,6.7
FI,2023-04,6.3
FI,2023-05,5.0
FI,2023-06,4.1
FI,2023-07,4.2
FI,2023-08,3.1
FI,2023-09,3.0
FI,2023-10,2.4
FI,2023-11,0.7
FI,2023-12,1.3
FI,2024-01,1.1
FI,2024-02,1.1
FI,2024-03,0.6
FI,2024-04,0.6
FI,2024-05,0.4
FI,2024-06,0.5
FI,2024-07,0.5
FI,2024-08,1.1
FI,2024-09,1.0
FI,2024-10,1.5
FI,2024-11,1.7
FI,2024-12,1.6
FI,2025-01,1.7
FI,2025-02,1.5
FI,2025-03,1.8
FI,2025-04,1.9
FI,2025-05,2.0
FI,2025-06,1.9
FI,2025-07,1.9
FI,2025-08,2.2
FI,2025-09,2.2
FI,2025-10,1.4
FI,2025-11,1.5
FI,2025-12,1.7
FR,1997-01,1.8
FR,1997-02,1.7
FR,1997-03,1.1
FR,1997-04,1.0
FR,1997-05,0.9
FR,1997-06,1.0
FR,1997-07,1.1
FR,1997-08,1.6
FR,1997-09,1.4
FR,1997-10,1.1
FR,1997-11,1.4
FR,1997-12,1.2
FR,1998-01,0.6
FR,1998-02,0.7
FR,1998-03,0.8
FR,1998-04,1.0
FR,1998-05,0.9
FR,1998-06,1.1
FR,1998-07,0.8
FR,1998-08,0.7
FR,1998-09,0.5
FR,1998-10,0.5
FR,1998-11,0.2
FR,1998-12,0.3
FR,1999-01,0.3
FR,1999-02,0.3
FR,1999-03,0.4
FR,1999-04,0.5
FR,1999-05,0.4
FR,1999-06,0.3
FR,1999-07,0.4
FR,1999-08,0.5
FR,1999-09,0.6
FR,1999-10,0.8
FR,1999-11,0.9
FR,1999-12,1.3
FR,2000-01,1.7
FR,2000-02,1.4
FR,2000-03,1.6
FR,2000-04,1.3
FR,2000-05,1.5
FR,2000-06,1.8
FR,2000-07,1.9
FR,2000-08,2.0
FR,2000-09,2.3
FR,2000-10,2.1
FR,2000-11,2.3
FR,2000-12,1.8
FR,2001-01,1.3
FR,2001-02,1.5
FR,2001-03,1.5
FR,2001-04,2.0
FR,2001-05,2.4
FR,2001-06,2.2
FR,2001-07,2.2
FR,2001-08,2.0
FR,2001-09,1.6
FR,2001-10,1.8
FR,2001-11,1.3
FR,2001-12,1.5
FR,2002-01,2.4
FR,2002-02,2.2
FR,2002-03,2.2
FR,2002-04,2.1
FR,2002-05,1.6
FR,2002-06,1.4
FR,2002-07,1.6
FR,2002-08,1.8
FR,2002-09,1.8
FR,2002-10,1.9
FR,2002-11,2.1
FR,2002-12,2.2
FR,2003-01,1.9
FR,2003-02,2.6
FR,2003-03,2.5
FR,2003-04,2.0
FR,2003-05,1.8
FR,2003-06,2.0
FR,2003-07,2.0
FR,2003-08,2.0
FR,2003-09,2.2
FR,2003-10,2.3
FR,2003-11,2.5
FR,2003-12,2.4
FR,2004-01,2.2
FR,2004-02,1.9
FR,2004-03,1.9
FR,2004-04,2.4
FR,2004-05,2.8
FR,2004-06,2.7
FR,2004-07,2.6
FR,2004-08,2.6
FR,2004-09,2.2
FR,2004-10,2.3
FR,2004-11,2.2
FR,2004-12,2.2
FR,2005-01,1.6
FR,2005-02,1.9
FR,2005-03,2.1
FR,2005-04,2.0
FR,2005-05,1.7
FR,2005-06,1.8
FR,2005-07,1.8
FR,2005-08,2.0
FR,2005-09,2.3
FR,2005-10,2.0
FR,2005-11,1.8
FR,2005-12,1.8
FR,2006-01,2.2
FR,2006-02,2.0
FR,2006-03,1.7
FR,2006-04,2.0
FR,2006-05,2.3
FR,2006-06,2.2
FR,2006-07,2.2
FR,2006-08,2.1
FR,2006-09,1.5
FR,2006-10,1.2
FR,2006-11,1.6
FR,2006-12,1.7
FR,2007-01,1.4
FR,2007-02,1.2
FR,2007-03,1.2
FR,2007-04,1.3
FR,2007-05,1.2
FR,2007-06,1.3
FR,2007-07,1.2
FR,2007-08,1.3
FR,2007-09,1.6
FR,2007-10,2.1
FR,2007-11,2.6
FR,2007-12,2.8
FR,2008-01,3.2
FR,2008-02,3.2
FR,2008-03,3.5
FR,2008-04,3.4
FR,2008-05,3.7
FR,2008-06,4.0
FR,2008-07,4.0
FR,2008-08,3.5
FR,2008-09,3.4
FR,2008-10,3.0
FR,2008-11,1.9
FR,2008-12,1.2
FR,2009-01,0.8
FR,2009-02,1.0
FR,2009-03,0.4
FR,2009-04,0.1
FR,2009-05,-0.3
FR,2009-06,-0.6
FR,2009-07,-0.8
FR,2009-08,-0.2
FR,2009-09,-0.4
FR,2009-10,-0.2
FR,2009-11,0.5
FR,2009-12,1.0
FR,2010-01,1.2
FR,2010-02,1.4
FR,2010-03,1.7
FR,2010-04,1.9
FR,2010-05,1.9
FR,2010-06,1.7
FR,2010-07,1.9
FR,2010-08,1.6
FR,2010-09,1.8
FR,2010-10,1.8
FR,2010-11,1.8
FR,2010-12,2.0
FR,2011-01,2.0
FR,2011-02,1.8
FR,2011-03,2.2
FR,2011-04,2.2
FR,2011-05,2.2
FR,2011-06,2.3
FR,2011-07,2.1
FR,2011-08,2.4
FR,2011-09,2.4
FR,2011-10,2.5
FR,2011-11,2.7
FR,2011-12,2.7
FR,2012-01,2.6
FR,2012-02,2.5
FR,2012-03,2.6
FR,2012-04,2.4
FR,2012-05,2.3
FR,2012-06,2.3
FR,2012-07,2.2
FR,2012-08,2.4
FR,2012-09,2.2
FR,2012-10,2.1
FR,2012-11,1.6
FR,2012-12,1.5
FR,2013-01,1.4
FR,2013-02,1.2
FR,2013-03,1.1
FR,2013-04,0.8
FR,2013-05,0.9
FR,2013-06,1.0
FR,2013-07,1.2
FR,2013-08,1.0
FR,2013-09,1.0
FR,2013-10,0.7
FR,2013-11,0.8
FR,2013-12,0.8
FR,2014-01,0.8
FR,2014-02,1.1
FR,2014-03,0.8
FR,2014-04,0.8
FR,2014-05,0.8
FR,2014-06,0.6
FR,2014-07,0.6
FR,2014-08,0.5
FR,2014-09,0.4
FR,2014-10,0.5
FR,2014-11,0.4
FR,2014-12,0.1
FR,2015-01,-0.4
FR,2015-02,-0.3
FR,2015-03,0.0
FR,2015-04,0.1
FR,2015-05,0.3
FR,2015-06,0.3
FR,2015-07,0.2
FR,2015-08,0.1
FR,2015-09,0.1
FR,2015-10,0.2
FR,2015-11,0.1
FR,2015-12,0.3
FR,2016-01,0.3
FR,2016-02,-0.1
FR,2016-03,-0.1
FR,2016-04,-0.1
FR,2016-05,0.1
FR,2016-06,0.3
FR,2016-07,0.4
FR,2016-08,0.4
FR,2016-09,0.5
FR,2016-10,0.5
FR,2016-11,0.7
FR,2016-12,0.8
FR,2017-01,1.6
FR,2017-02,1.4
FR,2017-03,1.4
FR,2017-04,1.4
FR,2017-05,0.9
FR,2017-06,0.8
FR,2017-07,0.8
FR,2017-08,1.0
FR,2017-09,1.1
FR,2017-10,1.2
FR,2017-11,1.2
FR,2017-12,1.2
FR,2018-01,1.5
FR,2018-02,1.3
FR,2018-03,1.7
FR,2018-04,1.8
FR,2018-05,2.3
FR,2018-06,2.3
FR,2018-07,2.6
FR,2018-08,2.6
FR,2018-09,2.5
FR,2018-10,2.5
FR,2018-11,2.2
FR,2018-12,1.9
FR,2019-01,1.4
FR,2019-02,1.6
FR,2019-03,1.3
FR,2019-04,1.5
FR,2019-05,1.1
FR,2019-06,1.4
FR,2019-07,1.3
FR,2019-08,1.3
FR,2019-09,1.1
FR,2019-10,0.9
FR,2019-11,1.2
FR,2019-12,1.6
FR,2020-01,1.7
FR,2020-02,1.6
FR,2020-03,0.8
FR,2020-04,0.4
FR,2020-05,0.4
FR,2020-06,0.2
FR,2020-07,0.9
FR,2020-08,0.2
FR,2020-09,0.0
FR,2020-10,0.1
FR,2020-11,0.2
FR,2020-12,0.0
FR,2021-01,0.8
FR,2021-02,0.8
FR,2021-03,1.4
FR,2021-04,1.6
FR,2021-05,1.8
FR,2021-06,1.9
FR,2021-07,1.5
FR,2021-08,2.4
FR,2021-09,2.7
FR,2021-10,3.2
FR,2021-11,3.4
FR,2021-12,3.4
FR,2022-01,3.3
FR,2022-02,4.2
FR,2022-03,5.1
FR,2022-04,5.4
FR,2022-05,5.8
FR,2022-06,6.5
FR,2022-07,6.8
FR,2022-08,6.6
FR,2022-09,6.2
FR,2022-10,7.1
FR,2022-11,7.1
FR,2022-12,6.7
FR,2023-01,7.0
FR,2023-02,7.3
FR,2023-03,6.7
FR,2023-04,6.9
FR,2023-05,6.0
FR,2023-06,5.3
FR,2023-07,5.1
FR,2023-08,5.7
FR,2023-09,5.7
FR,2023-10,4.5
FR,2023-11,3.9
FR,2023-12,4.1
FR,2024-01,3.4
FR,2024-02,3.2
FR,2024-03,2.4
FR,2024-04,2.4
FR,2024-05,2.6
FR,2024-06,2.5
FR,2024-07,2.7
FR,2024-08,2.2
FR,2024-09,1.4
FR,2024-10,1.6
FR,2024-11,1.7
FR,2024-12,1.8
FR,2025-01,1.8
FR,2025-02,0.9
FR,2025-03,0.9
FR,2025-04,0.9
FR,2025-05,0.6
FR,2025-06,0.9
FR,2025-07,0.9
FR,2025-08,0.8
FR,2025-09,1.1
FR,2025-10,0.8
FR,2025-11,0.8
FR,2025-12,0.7
HR,1999-01,4.1
HR,1999-02,4.0
HR,1999-03,3.8
HR,1999-04,3.5
HR,1999-05,3.5
HR,1999-06,3.4
HR,1999-07,4.2
HR,1999-08,4.1
HR,1999-09,3.9
HR,1999-10,4.0
HR,1999-11,3.1
HR,1999-12,3.4
HR,2000-01,3.1
HR,2000-02,3.2
HR,2000-03,3.5
HR,2000-04,3.9
HR,2000-05,3.4
HR,2000-06,4.5
HR,2000-07,4.6
HR,2000-08,4.8
HR,2000-09,5.2
HR,2000-10,5.3
HR,2000-11,6.1
HR,2000-12,5.9
HR,2001-01,5.4
HR,2001-02,5.4
HR,2001-03,4.5
HR,2001-04,5.6
HR,2001-05,6.1
HR,2001-06,4.8
HR,2001-07,3.4
HR,2001-08,4.2
HR,2001-09,3.8
HR,2001-10,3.1
HR,2001-11,2.6
HR,2001-12,2.4
HR,2002-01,3.3
HR,2002-02,2.8
HR,2002-03,3.3
HR,2002-04,2.1
HR,2002-05,1.9
HR,2002-06,2.0
HR,2002-07,2.7
HR,2002-08,1.8
HR,2002-09,2.2
HR,2002-10,2.7
HR,2002-11,2.8
HR,2002-12,2.8
HR,2003-01,2.3
HR,2003-02,2.5
HR,2003-03,2.8
HR,2003-04,2.0
HR,2003-05,2.2
HR,2003-06,2.3
HR,2003-07,3.0
HR,2003-08,3.1
HR,2003-09,2.1
HR,2003-10,2.1
HR,2003-11,2.3
HR,2003-12,2.2
HR,2004-01,2.3
HR,2004-02,2.0
HR,2004-03,2.0
HR,2004-04,2.7
HR,2004-05,2.9
HR,2004-06,2.8
HR,2004-07,1.9
HR,2004-08,1.8
HR,2004-09,1.6
HR,2004-10,1.9
HR,2004-11,1.8
HR,2004-12,2.0
HR,2005-01,1.4
HR,2005-02,2.3
HR,2005-03,2.6
HR,2005-04,3.0
HR,2005-05,2.2
HR,2005-06,2.7
HR,2005-07,3.1
HR,2005-08,3.1
HR,2005-09,3.8
HR,2005-10,3.9
HR,2005-11,3.9
HR,2005-12,4.0
HR,2006-01,4.3
HR,2006-02,4.1
HR,2006-03,3.7
HR,2006-04,3.6
HR,2006-05,4.1
HR,2006-06,4.1
HR,2006-07,3.1
HR,2006-08,3.2
HR,2006-09,2.7
HR,2006-10,2.2
HR,2006-11,2.4
HR,2006-12,2.1
HR,2007-01,1.9
HR,2007-02,1.5
HR,2007-03,2.0
HR,2007-04,2.0
HR,2007-05,2.0
HR,2007-06,1.4
HR,2007-07,1.7
HR,2007-08,2.2
HR,2007-09,3.4
HR,2007-10,3.9
HR,2007-11,4.5
HR,2007-12,5.4
HR,2008-01,5.8
HR,2008-02,5.4
HR,2008-03,5.4
HR,2008-04,5.4
HR,2008-05,6.1
HR,2008-06,7.3
HR,2008-07,8.0
HR,2008-08,7.1
HR,2008-09,6.2
HR,2008-10,5.7
HR,2008-11,4.5
HR,2008-12,2.8
HR,2009-01,3.2
HR,2009-02,3.8
HR,2009-03,3.4
HR,2009-04,3.5
HR,2009-05,2.5
HR,2009-06,1.9
HR,2009-07,1.2
HR,2009-08,1.5
HR,2009-09,0.9
HR,2009-10,1.2
HR,2009-11,1.8
HR,2009-12,1.8
HR,2010-01,1.3
HR,2010-02,0.9
HR,2010-03,1.1
HR,2010-04,0.8
HR,2010-05,0.9
HR,2010-06,0.6
HR,2010-07,0.9
HR,2010-08,0.8
HR,2010-09,1.4
HR,2010-10,1.4
HR,2010-11,1.2
HR,2010-12,1.7
HR,2011-01,1.8
HR,2011-02,2.2
HR,2011-03,2.5
HR,2011-04,2.3
HR,2011-05,2.5
HR,2011-06,2.0
HR,2011-07,1.9
HR,2011-08,2.1
HR,2011-09,2.1
HR,2011-10,2.5
HR,2011-11,2.5
HR,2011-12,2.1
HR,2012-01,1.4
HR,2012-02,1.6
HR,2012-03,2.1
HR,2012-04,2.6
HR,2012-05,3.5
HR,2012-06,3.6
HR,2012-07,3.4
HR,2012-08,4.1
HR,2012-09,4.8
HR,2012-10,4.6
HR,2012-11,4.1
HR,2012-12,4.4
HR,2013-01,4.6
HR,2013-02,4.4
HR,2013-03,3.4
HR,2013-04,3.1
HR,2013-05,1.8
HR,2013-06,2.2
HR,2013-07,2.7
HR,2013-08,2.4
HR,2013-09,1.7
HR,2013-10,0.8
HR,2013-11,0.7
HR,2013-12,0.5
HR,2014-01,0.4
HR,2014-02,-0.2
HR,2014-03,-0.1
HR,2014-04,-0.1
HR,2014-05,0.4
HR,2014-06,0.5
HR,2014-07,0.5
HR,2014-08,0.3
HR,2014-09,0.2
HR,2014-10,0.5
HR,2014-11,0.3
HR,2014-12,-0.1
HR,2015-01,-0.6
HR,2015-02,-0.4
HR,2015-03,0.0
HR,2015-04,-0.1
HR,2015-05,0.0
HR,2015-06,0.1
HR,2015-07,-0.2
HR,2015-08,-0.1
HR,2015-09,-0.5
HR,2015-10,-0.5
HR,2015-11,-0.4
HR,2015-12,-0.3
HR,2016-01,-0.2
HR,2016-02,-0.6
HR,2016-03,-0.9
HR,2016-04,-0.9
HR,2016-05,-1.2
HR,2016-06,-1.2
HR,2016-07,-1.1
HR,2016-08,-1.5
HR,2016-09,-0.7
HR,2016-10,-0.3
HR,2016-11,0.2
HR,2016-12,0.7
HR,2017-01,0.9
HR,2017-02,1.4
HR,2017-03,1.1
HR,2017-04,1.4
HR,2017-05,1.0
HR,2017-06,1.1
HR,2017-07,1.2
HR,2017-08,1.5
HR,2017-09,1.6
HR,2017-10,1.6
HR,2017-11,1.6
HR,2017-12,1.3
HR,2018-01,1.2
HR,2018-02,0.9
HR,2018-03,1.2
HR,2018-04,1.4
HR,2018-05,1.8
HR,2018-06,2.2
HR,2018-07,2.2
HR,2018-08,2.1
HR,2018-09,1.6
HR,2018-10,1.7
HR,2018-11,1.3
HR,2018-12,1.0
HR,2019-01,0.6
HR,2019-02,0.8
HR,2019-03,1.1
HR,2019-04,0.8
HR,2019-05,1.0
HR,2019-06,0.5
HR,2019-07,0.9
HR,2019-08,0.6
HR,2019-09,0.6
HR,2019-10,0.6
HR,2019-11,0.8
HR,2019-12,1.3
HR,2020-01,1.8
HR,2020-02,1.2
HR,2020-03,0.5
HR,2020-04,-0.1
HR,2020-05,-0.7
HR,2020-06,-0.4
HR,2020-07,-0.6
HR,2020-08,-0.4
HR,2020-09,-0.3
HR,2020-10,-0.2
HR,2020-11,0.0
HR,2020-12,-0.3
HR,2021-01,0.0
HR,2021-02,0.7
HR,2021-03,1.6
HR,2021-04,2.1
HR,2021-05,2.4
HR,2021-06,2.2
HR,2021-07,2.7
HR,2021-08,3.1
HR,2021-09,3.5
HR,2021-10,3.9
HR,2021-11,4.7
HR,2021-12,5.2
HR,2022-01,5.5
HR,2022-02,6.3
HR,2022-03,7.3
HR,2022-04,9.6
HR,2022-05,10.7
HR,2022-06,12.1
HR,2022-07,12.7
HR,2022-08,12.6
HR,2022-09,12.6
HR,2022-10,12.7
HR,2022-11,13.0
HR,2022-12,12.7
HR,2023-01,12.5
HR,2023-02,11.7
HR,2023-03,10.5
HR,2023-04,8.9
HR,2023-05,8.3
HR,2023-06,8.3
HR,2023-07,8.0
HR,2023-08,8.4
HR,2023-09,7.4
HR,2023-10,6.7
HR,2023-11,5.5
HR,2023-12,5.4
HR,2024-01,4.8
HR,2024-02,4.8
HR,2024-03,4.9
HR,2024-04,4.7
HR,2024-05,4.3
HR,2024-06,3.5
HR,2024-07,3.3
HR,2024-08,3.0
HR,2024-09,3.1
HR,2024-10,3.6
HR,2024-11,4.0
HR,2024-12,4.5
HR,2025-01,5.0
HR,2025-02,4.8
HR,2025-03,4.3
HR,2025-04,4.0
HR,2025-05,4.3
HR,2025-06,4.4
HR,2025-07,4.5
HR,2025-08,4.6
HR,2025-09,4.6
HR,2025-10,4.0
HR,2025-11,4.3
HR,2025-12,3.8
HU,1997-01,19.1
HU,1997-02,18.8
HU,1997-03,19.1
HU,1997-04,18.7
HU,1997-05,17.8
HU,1997-06,18.9
HU,1997-07,18.2
HU,1997-08,18.1
HU,1997-09,18.1
HU,1997-10,17.9
HU,1997-11,18.4
HU,1997-12,18.6
HU,1998-01,17.7
HU,1998-02,17.3
HU,1998-03,16.6
HU,1998-04,16.3
HU,1998-05,16.1
HU,1998-06,14.3
HU,1998-07,14.1
HU,1998-08,13.4
HU,1998-09,12.4
HU,1998-10,12.2
HU,1998-11,11.0
HU,1998-12,10.1
HU,1999-01,9.7
HU,1999-02,9.2
HU,1999-03,9.1
HU,1999-04,9.2
HU,1999-05,8.7
HU,1999-06,8.9
HU,1999-07,10.1
HU,1999-08,11.0
HU,1999-09,10.9
HU,1999-10,10.6
HU,1999-11,10.9
HU,1999-12,11.4
HU,2000-01,10.2
HU,2000-02,10.0
HU,2000-03,9.8
HU,2000-04,9.4
HU,2000-05,9.2
HU,2000-06,9.3
HU,2000-07,9.8
HU,2000-08,9.8
HU,2000-09,10.6
HU,2000-10,10.6
HU,2000-11,10.5
HU,2000-12,10.0
HU,2001-01,10.0
HU,2001-02,10.3
HU,2001-03,10.3
HU,2001-04,10.3
HU,2001-05,10.7
HU,2001-06,10.5
HU,2001-07,9.4
HU,2001-08,8.7
HU,2001-09,7.9
HU,2001-10,7.5
HU,2001-11,7.1
HU,2001-12,6.8
HU,2002-01,6.6
HU,2002-02,6.2
HU,2002-03,6.0
HU,2002-04,6.0
HU,2002-05,5.6
HU,2002-06,4.8
HU,2002-07,4.5
HU,2002-08,4.4
HU,2002-09,4.6
HU,2002-10,4.9
HU,2002-11,4.8
HU,2002-12,4.9
HU,2003-01,4.8
HU,2003-02,4.7
HU,2003-03,4.8
HU,2003-04,3.9
HU,2003-05,3.5
HU,2003-06,4.4
HU,2003-07,4.7
HU,2003-08,4.8
HU,2003-09,4.6
HU,2003-10,4.8
HU,2003-11,5.6
HU,2003-12,5.6
HU,2004-01,6.7
HU,2004-02,7.0
HU,2004-03,6.7
HU,2004-04,6.9
HU,2004-05,7.8
HU,2004-06,7.4
HU,2004-07,7.2
HU,2004-08,7.2
HU,2004-09,6.7
HU,2004-10,6.4
HU,2004-11,5.8
HU,2004-12,5.5
HU,2005-01,4.0
HU,2005-02,3.3
HU,2005-03,3.3
HU,2005-04,3.8
HU,2005-05,3.5
HU,2005-06,3.7
HU,2005-07,3.6
HU,2005-08,3.5
HU,2005-09,3.6
HU,2005-10,3.1
HU,2005-11,3.2
HU,2005-12,3.3
HU,2006-01,2.4
HU,2006-02,2.3
HU,2006-03,2.4
HU,2006-04,2.4
HU,2006-05,2.9
HU,2006-06,2.9
HU,2006-07,3.1
HU,2006-08,4.7
HU,2006-09,5.9
HU,2006-10,6.4
HU,2006-11,6.4
HU,2006-12,6.6
HU,2007-01,8.4
HU,2007-02,9.0
HU,2007-03,9.0
HU,2007-04,8.7
HU,2007-05,8.4
HU,2007-06,8.5
HU,2007-07,8.3
HU,2007-08,7.1
HU,2007-09,6.4
HU,2007-10,6.9
HU,2007-11,7.2
HU,2007-12,7.4
HU,2008-01,7.4
HU,2008-02,6.7
HU,2008-03,6.7
HU,2008-04,6.8
HU,2008-05,6.9
HU,2008-06,6.7
HU,2008-07,7.0
HU,2008-08,6.4
HU,2008-09,5.6
HU,2008-10,5.1
HU,2008-11,4.1
HU,2008-12,3.4
HU,2009-01,2.4
HU,2009-02,2.9
HU,2009-03,2.8
HU,2009-04,3.2
HU,2009-05,3.8
HU,2009-06,3.7
HU,2009-07,4.9
HU,2009-08,5.0
HU,2009-09,4.7
HU,2009-10,4.2
HU,2009-11,5.2
HU,2009-12,5.4
HU,2010-01,6.2
HU,2010-02,5.6
HU,2010-03,5.8
HU,2010-04,5.7
HU,2010-05,4.9
HU,2010-06,5.0
HU,2010-07,3.6
HU,2010-08,3.6
HU,2010-09,3.7
HU,2010-10,4.3
HU,2010-11,4.0
HU,2010-12,4.6
HU,2011-01,4.0
HU,2011-02,4.2
HU,2011-03,4.6
HU,2011-04,4.4
HU,2011-05,3.9
HU,2011-06,3.5
HU,2011-07,3.1
HU,2011-08,3.5
HU,2011-09,3.7
HU,2011-10,3.8
HU,2011-11,4.3
